EntrezGene.ID,HGNC.symbol,MGI.symbol,MGI.ID
196074,METTL15,Mettl15,MGI:1924144
79066,METTL16,Mettl16,MGI:1914743
64745,METTL17,Mettl17,MGI:1098577
92342,METTL18,Mettl18,MGI:1917212
151194,METTL21A,Mettl21a,MGI:1914349
196541,METTL21C,Mettl21c,MGI:3611450
121952,METTL21EP,Mettl21e,MGI:2685837
79091,METTL22,Mettl22,MGI:2384301
124512,METTL23,Mettl23,MGI:1921569
728464,METTL24,Mettl24,MGI:3045338
84190,METTL25,Mettl25,MGI:3041259
51093,METTL25B,Rrnad1,MGI:2387197
84326,METTL26,Mettl26,MGI:1915597
155368,METTL27,Mettl27,MGI:1933146
339175,METTL2A,Mettl2,MGI:1289171
55798,METTL2B,Mettl2,MGI:1289171
56339,METTL3,Mettl3,MGI:1927165
64863,METTL4,Mettl4,MGI:1924031
29081,METTL5,Mettl5,MGI:1922672
131965,METTL6,Mettl6,MGI:1914261
25840,METTL7A,Mettl7a1,MGI:1916523
196410,METTL7B,Mettl7b,MGI:1918914
79828,METTL8,Mettl8,MGI:2385142
51108,METTL9,Mettl9,MGI:1914862
92312,MEX3A,Mex3a,MGI:1919890
84206,MEX3B,Mex3b,MGI:1918252
51320,MEX3C,Mex3c,MGI:2652843
399664,MEX3D,Mex3d,MGI:2681847
4236,MFAP1,Mfap1a,MGI:1914782
4237,MFAP2,Mfap2,MGI:99559
4238,MFAP3,Mfap3,MGI:1924068
101928198,MFAP3L,Mfap3l,MGI:1918556
4239,MFAP4,Mfap4,MGI:1342276
8076,MFAP5,Mfap5,MGI:1354387
56947,MFF,Mff,MGI:1922984
4240,MFGE8,Mfge8,MGI:102768
9258,MFHAS1,Mfhas1,MGI:1098644
55669,MFN1,Mfn1,MGI:1914664
9927,MFN2,Mfn2,MGI:2442230
4242,MFNG,Mfng,MGI:1095404
83552,MFRP,Mfrp,MGI:2385957
64747,MFSD1,Mfsd1,MGI:1914118
10227,MFSD10,Mfsd10,MGI:1915544
79157,MFSD11,Mfsd11,MGI:1917150
126321,MFSD12,Mfsd12,MGI:3604804
79847,MFSD13A,Mfsd13a,MGI:1922396
64645,MFSD14A,Mfsd14a,MGI:1201609
84641,MFSD14B,Mfsd14b,MGI:1913881
84879,MFSD2A,Mfsd2a,MGI:1923824
388931,MFSD2B,Mfsd2b,MGI:3583946
113655,MFSD3,Mfsd3,MGI:1916822
148808,MFSD4A,Mfsd4a,MGI:2442786
91749,MFSD4B,Mfsd4b1,MGI:2143575
84975,MFSD5,Mfsd5,MGI:2145901
54842,MFSD6,Mfsd6,MGI:1922925
162387,MFSD6L,Mfsd6l,MGI:2384904
256471,MFSD8,Mfsd8,MGI:1919425
84804,MFSD9,Mfsd9,MGI:2443548
23269,MGA,Mga,MGI:1352483
8972,MGAM,Mgam,MGI:1203495
93432,MGAM2,Mgam2-ps,MGI:3645497
84709,MGARP,Mgarp,MGI:1914999
4245,MGAT1,Mgat1,MGI:96973
4247,MGAT2,Mgat2,MGI:2384966
4248,MGAT3,Mgat3,MGI:104532
11320,MGAT4A,Mgat4a,MGI:2662992
11282,MGAT4B,Mgat4b,MGI:2143974
25834,MGAT4C,Mgat4c,MGI:1914819
152586,MGAT4D,Mgat4d,MGI:1914805
4249,MGAT5,Mgat5,MGI:894701
146664,MGAT5B,Mgat5b,MGI:3606200
11343,MGLL,Mgll,MGI:1346042
92667,MGME1,Mgme1,MGI:1921778
4255,MGMT,Mgmt,MGI:96977
4256,MGP,Mgp,MGI:96976
23295,MGRN1,Mgrn1,MGI:2447670
4257,MGST1,Mgst1,MGI:1913850
4258,MGST2,Mgst2,MGI:2448481
4259,MGST3,Mgst3,MGI:1913697
8190,MIA,Mia,MGI:109615
100529262,MIA-RAB4B,Gm21983,NA
100529262,MIA-RAB4B,Mia,MGI:109615
4253,MIA2,Mia2,MGI:2159614
375056,MIA3,Mia3,MGI:2443183
57534,MIB1,Mib1,MGI:2443157
142678,MIB2,Mib2,MGI:2679684
100507436,MICA,Mill2,MGI:2179989
64780,MICAL1,Mical1,MGI:2385847
9645,MICAL2,Mical2,MGI:2444947
57553,MICAL3,Mical3,MGI:2442733
85377,MICALL1,Micall1,MGI:105870
79778,MICALL2,Micall2,MGI:2444818
4277,MICB,Mill2,MGI:2179989
440574,MICOS10,Micos10,MGI:1913628
100532736,MICOS10-NBL1,Nbl1,MGI:104591
125988,MICOS13,Micos13,MGI:2442174
10367,MICU1,Micu1,MGI:2384909
221154,MICU2,Micu2,MGI:1915764
286097,MICU3,Micu3,MGI:1925756
4281,MID1,Mid1,MGI:1100537
58526,MID1IP1,Mid1ip1,MGI:1915291
11043,MID2,Mid2,MGI:1344333
91748,MIDEAS,Mideas,MGI:2685106
90007,MIDN,Midn,MGI:1890222
54471,MIEF1,Mief1,MGI:2146020
125170,MIEF2,Mief2,MGI:2144199
84299,MIEN1,Mien1,MGI:1913678
57708,MIER1,Mier1,MGI:1918398
54531,MIER2,Mier2,MGI:1917677
166968,MIER3,Mier3,MGI:2442317
4282,MIF,Mif,MGI:96982
57409,MIF4GD,Mif4gd,MGI:1916924
374986,MIGA1,Miga1,MGI:1924567
84895,MIGA2,Miga2,MGI:1922035
60672,MIIP,Miip,MGI:106506
284021,MILR1,Milr1,MGI:2685731
23251,MINAR1,Minar1,MGI:2667167
100127206,MINAR2,Minar2,MGI:2442934
55793,MINDY1,Mindy1,MGI:1922257
54629,MINDY2,Mindy2,MGI:2443086
80013,MINDY3,Mindy3,MGI:1914210
84182,MINDY4,Mindy4,MGI:3583959
646951,MINDY4B,Mindy4b-ps,MGI:2140018
50488,MINK1,Mink1,MGI:1355329
9562,MINPP1,Minpp1,MGI:1336159
54468,MIOS,Mios,MGI:2182066
55586,MIOX,Miox,MGI:1891725
4284,MIP,Mip,MGI:96990
4285,MIPEP,Mipep,MGI:1917728
145282,MIPOL1,Mipol1,MGI:1920740
79003,MIS12,Mis12,MGI:1914389
54069,MIS18A,Mis18a,MGI:1913828
55320,MIS18BP1,Mis18bp1,MGI:2145099
126353,MISP,Misp,MGI:1926156
113230,MISP3,Misp3,MGI:1917384
129531,MITD1,Mitd1,MGI:1916278
4286,MITF,Mitf,MGI:104554
131076,MIX23,Ccdc58,MGI:2146423
83881,MIXL1,Mixl1,MGI:1351322
4288,MKI67,Mki67,MGI:106035
8195,MKKS,Mkks,MGI:1891836
4289,MKLN1,Mkln1,MGI:1351638
8569,MKNK1,Mknk1,MGI:894316
2872,MKNK2,Mknk2,MGI:894279
23608,MKRN1,Mkrn1,MGI:1859353
23609,MKRN2,Mkrn2,MGI:1914277
100129480,MKRN2OS,Mkrn2os,MGI:1917541
7681,MKRN3,Mkrn3,MGI:2181178
54903,MKS1,Mks1,MGI:3584243
283078,MKX,Mkx,MGI:2687286
2315,MLANA,Mlana,MGI:108454
23209,MLC1,Mlc1,MGI:2157910
9761,MLEC,Mlec,MGI:1924015
4291,MLF1,Mlf1,MGI:1341819
8079,MLF2,Mlf2,MGI:1353554
4292,MLH1,Mlh1,MGI:101938
27030,MLH3,Mlh3,MGI:1353455
90523,MLIP,Mlip,MGI:1916892
197259,MLKL,Mlkl,MGI:1921818
4298,MLLT1,Mllt1,MGI:1927238
8028,MLLT10,Mllt10,MGI:1329038
10962,MLLT11,Mllt11,MGI:1929671
4300,MLLT3,Mllt3,MGI:1917372
4302,MLLT6,Mllt6,MGI:1935145
79083,MLPH,Mlph,MGI:2176380
64223,MLST8,Mlst8,MGI:1929514
6945,MLX,Mlx,MGI:108398
22877,MLXIP,Mlxip,MGI:2141183
51085,MLXIPL,Mlxipl,MGI:1927999
23417,MLYCD,Mlycd,MGI:1928485
166785,MMAA,Mmaa,MGI:1923805
326625,MMAB,Mmab,MGI:1924947
25974,MMACHC,Mmachc,MGI:1914346
27249,MMADHC,Mmadhc,MGI:1923786
23531,MMD,Mmd,MGI:1914718
221938,MMD2,Mmd2,MGI:1922354
4311,MME,Mme,MGI:97004
79258,MMEL1,Mmel1,MGI:1351603
93380,MMGT1,Mmgt1,MGI:2384305
4312,MMP1,Mmp1b,MGI:1933847
4319,MMP10,Mmp10,MGI:97007
4320,MMP11,Mmp11,MGI:97008
4321,MMP12,Mmp12,MGI:97005
4322,MMP13,Mmp13,MGI:1340026
4323,MMP14,Mmp14,MGI:101900
4324,MMP15,Mmp15,MGI:109320
4325,MMP16,Mmp16,MGI:1276107
4326,MMP17,Mmp17,MGI:1346076
4327,MMP19,Mmp19,MGI:1927899
4313,MMP2,Mmp2,MGI:97009
9313,MMP20,Mmp20,MGI:1353466
118856,MMP21,Mmp21,MGI:2664387
8510,MMP23B,Mmp23,MGI:1347361
10893,MMP24,Mmp24,MGI:1341867
101410538,MMP24OS,BC029722,MGI:3584273
64386,MMP25,Mmp25,MGI:2443938
64066,MMP27,Mmp27,MGI:3039232
79148,MMP28,Mmp28,MGI:2153062
4314,MMP3,Mmp3,MGI:97010
4316,MMP7,Mmp7,MGI:103189
4317,MMP8,Mmp8,MGI:1202395
4318,MMP9,Mmp9,MGI:97011
22915,MMRN1,Mmrn1,MGI:1918195
79812,MMRN2,Mmrn2,MGI:2385618
64210,MMS19,Mms19,MGI:1919449
253714,MMS22L,Mms22l,MGI:2684980
4594,MMUT,Mmut,MGI:97239
4330,MN1,Mn1,MGI:1261813
4331,MNAT1,Mnat1,MGI:106207
84057,MND1,Mnd1,MGI:1924165
4332,MNDA,Ifi204,MGI:96429
4332,MNDA,Ifi205,MGI:101847
55329,MNS1,Mns1,MGI:107933
4335,MNT,Mnt,MGI:109150
3110,MNX1,Mnx1,MGI:109160
64112,MOAP1,Moap1,MGI:1915555
55233,MOB1A,Mob1a,MGI:2442631
92597,MOB1B,Mob1b,MGI:1915723
81532,MOB2,Mob2,MGI:1919891
126308,MOB3A,Mob3a,MGI:3050117
79817,MOB3B,Mob3b,MGI:2664539
148932,MOB3C,Mob3c,MGI:2140623
25843,MOB4,Mob4,MGI:104899
4336,MOBP,Mobp,MGI:108511
55034,MOCOS,Mocos,MGI:1915841
4337,MOCS1,Mocs1,MGI:1928904
4338,MOCS2,Mocs2,MGI:1336894
27304,MOCS3,Mocs3,MGI:1916622
4340,MOG,Mog,MGI:97435
116255,MOGAT1,Mogat1,MGI:1915643
80168,MOGAT2,Mogat2,MGI:2663253
7841,MOGS,Mogs,MGI:1929872
5891,MOK,Mok,MGI:1336881
84315,MON1A,Mon1a,MGI:1920075
22879,MON1B,Mon1b,MGI:1923231
23041,MON2,Mon2,MGI:1914324
27136,MORC1,Morc1,MGI:1316740
22880,MORC2,Morc2a,MGI:1921772
23515,MORC3,Morc3,MGI:2136841
79710,MORC4,Morc4,MGI:1922996
10933,MORF4L1,Morf4l1,MGI:1096551
9643,MORF4L2,Morf4l2,MGI:1927167
79906,MORN1,Morn1,MGI:1924116
729967,MORN2,Morn2,MGI:2674071
283385,MORN3,Morn3,MGI:1922140
118812,MORN4,Morn4,MGI:2449568
254956,MORN5,Morn5,MGI:1922745
4342,MOS,Mos,MGI:97052
730094,MOSMO,Mosmo,MGI:2446240
56180,MOSPD1,Mospd1,MGI:1917630
158747,MOSPD2,Mospd2,MGI:1924013
64598,MOSPD3,Mospd3,MGI:1916179
4343,MOV10,Mov10,MGI:97054
54456,MOV10L1,Mov10l1,MGI:1891384
26002,MOXD1,Moxd1,MGI:1921582
100289017,MOXD2P,Moxd2,MGI:2388042
51660,MPC1,Mpc1,MGI:1915240
25874,MPC2,Mpc2,MGI:1917706
9526,MPDU1,Mpdu1,MGI:1346040
8777,MPDZ,Mpdz,MGI:1343489
219972,MPEG1,Mpeg1,MGI:1333743
4350,MPG,Mpg,MGI:97073
10199,MPHOSPH10,Mphosph10,MGI:1915223
10200,MPHOSPH6,Mphosph6,MGI:1915783
54737,MPHOSPH8,Mphosph8,MGI:1922589
10198,MPHOSPH9,Mphosph9,MGI:2443138
4351,MPI,Mpi,MGI:97075
80739,MPIG6B,Mpig6b,MGI:2146995
4352,MPL,Mpl,MGI:97076
136647,MPLKIP,Mplkip,MGI:1913558
84954,MPND,Mpnd,MGI:1915297
4353,MPO,Mpo,MGI:97137
4354,MPP1,Mpp1,MGI:105941
4355,MPP2,Mpp2,MGI:1858257
4356,MPP3,Mpp3,MGI:1328354
58538,MPP4,Mpp4,MGI:2386681
143098,MPP7,Mpp7,MGI:1922989
65258,MPPE1,Mppe1,MGI:2661311
758,MPPED1,Mpped1,MGI:106316
744,MPPED2,Mpped2,MGI:1924265
23164,MPRIP,Mprip,MGI:1349438
4357,MPST,Mpst,MGI:2179733
4358,MPV17,Mpv17,MGI:97138
255027,MPV17L,Mpv17l,MGI:2135951
84769,MPV17L2,Mpv17l2,MGI:2681846
4359,MPZ,Mpz,MGI:103177
9019,MPZL1,Mpzl1,MGI:1915731
10205,MPZL2,Mpzl2,MGI:1289160
196264,MPZL3,Mpzl3,MGI:2442647
3140,MR1,Mr1,MGI:1195463
56246,MRAP,Mrap,MGI:1924287
112609,MRAP2,Mrap2,MGI:3609239
22808,MRAS,Mras,MGI:1100856
4360,MRC1,Mrc1,MGI:97142
9902,MRC2,Mrc2,MGI:107818
4361,MRE11,Mre11a,MGI:1100512
55686,MREG,Mreg,MGI:2151839
93621,MRFAP1,Mrfap1,MGI:1914818
114932,MRFAP1L1,Mrfap1,MGI:1914818
55257,MRGBP,Mrgbp,MGI:1920497
116512,MRGPRD,Mrgprd,MGI:3033142
116534,MRGPRE,Mrgpre,MGI:2441884
116535,MRGPRF,Mrgprf,MGI:2384823
386746,MRGPRG,Mrgprg,MGI:3033145
259249,MRGPRX1,Mrgprb1,MGI:3033115
259249,MRGPRX1,Mrgprb2,MGI:2441674
117194,MRGPRX2,Mrgprb1,MGI:3033115
117195,MRGPRX3,Mrgpra1,MGI:3033095
117195,MRGPRX3,Mrgpra2a,MGI:3821888
117195,MRGPRX3,Mrgpra2b,MGI:3033098
117195,MRGPRX3,Mrgpra9,MGI:3033148
117196,MRGPRX4,Mrgprx1,MGI:3033139
84245,MRI1,Mri1,MGI:1915123
100507027,MRLN,Mrln,MGI:1916813
79922,MRM1,Mrm1,MGI:2443470
29960,MRM2,Mrm2,MGI:1915267
55178,MRM3,Mrm3,MGI:1914640
51149,MRNIP,Mrnip,MGI:1915317
83876,MRO,Mro,MGI:2152817
727957,MROH1,Mroh1,MGI:2442558
339766,MROH2A,Mroh2a,MGI:3705228
133558,MROH2B,Mroh2b,MGI:1921905
389690,MROH5,Mroh5,MGI:2685474
642475,MROH6,Mroh6,MGI:5011755
374977,MROH7,Mroh7,MGI:2685873
100527960,MROH7-TTC4,Mroh7,MGI:2685873
140699,MROH8,Mroh8,MGI:3603828
80133,MROH9,Mroh9,MGI:1925508
65008,MRPL1,Mrpl1,MGI:2137202
124995,MRPL10,Mrpl10,MGI:1333801
65003,MRPL11,Mrpl11,MGI:2137215
6182,MRPL12,Mrpl12,MGI:1926273
28998,MRPL13,Mrpl13,MGI:2137218
64928,MRPL14,Mrpl14,MGI:1333864
29088,MRPL15,Mrpl15,MGI:1351639
54948,MRPL16,Mrpl16,MGI:2137219
63875,MRPL17,Mrpl17,MGI:1351608
29074,MRPL18,Mrpl18,MGI:1914931
9801,MRPL19,Mrpl19,MGI:1926274
51069,MRPL2,Mrpl2,MGI:1351622
55052,MRPL20,Mrpl20,MGI:2137221
219927,MRPL21,Mrpl21,MGI:2660674
29093,MRPL22,Mrpl22,MGI:1333794
6150,MRPL23,Mrpl23,MGI:1196612
79590,MRPL24,Mrpl24,MGI:1914957
51264,MRPL27,Mrpl27,MGI:2137224
10573,MRPL28,Mrpl28,MGI:1915861
11222,MRPL3,Mrpl3,MGI:2137204
51263,MRPL30,Mrpl30,MGI:1333820
64983,MRPL32,Mrpl32,MGI:2137226
9553,MRPL33,Mrpl33,MGI:2137225
64981,MRPL34,Mrpl34,MGI:2137227
51318,MRPL35,Mrpl35,MGI:1913473
64979,MRPL36,Mrpl36,MGI:2137228
51253,MRPL37,Mrpl37,MGI:1926268
64978,MRPL38,Mrpl38,MGI:1926269
54148,MRPL39,Mrpl39,MGI:1351620
51073,MRPL4,Mrpl4,MGI:2137210
64976,MRPL40,Mrpl40,MGI:1332635
64975,MRPL41,Mrpl41,MGI:1333816
28977,MRPL42,Mrpl42,MGI:1333774
84545,MRPL43,Mrpl43,MGI:2137229
65080,MRPL44,Mrpl44,MGI:1916413
84311,MRPL45,Mrpl45,MGI:1914286
26589,MRPL46,Mrpl46,MGI:1914558
57129,MRPL47,Mrpl47,MGI:1921850
51642,MRPL48,Mrpl48,MGI:1289321
740,MRPL49,Mrpl49,MGI:108180
54534,MRPL50,Mrpl50,MGI:107329
51258,MRPL51,Mrpl51,MGI:1913743
122704,MRPL52,Mrpl52,MGI:1916086
116540,MRPL53,Mrpl53,MGI:1915749
116541,MRPL54,Mrpl54,MGI:1913297
128308,MRPL55,Mrpl55,MGI:1914462
78988,MRPL57,Mrpl57,MGI:1915090
3396,MRPL58,Mrpl58,MGI:1915822
65005,MRPL9,Mrpl9,MGI:2137211
55173,MRPS10,Mrps10,MGI:1928139
64963,MRPS11,Mrps11,MGI:1915244
6183,MRPS12,Mrps12,MGI:1346333
63931,MRPS14,Mrps14,MGI:1928141
64960,MRPS15,Mrps15,MGI:1913657
51021,MRPS16,Mrps16,MGI:1913492
51373,MRPS17,Mrps17,MGI:1913508
55168,MRPS18A,Mrps18a,MGI:1915815
28973,MRPS18B,Mrps18b,MGI:1914223
51023,MRPS18C,Mrps18c,MGI:1915985
51116,MRPS2,Mrps2,MGI:2153089
54460,MRPS21,Mrps21,MGI:1913542
56945,MRPS22,Mrps22,MGI:1928137
51649,MRPS23,Mrps23,MGI:1928138
64951,MRPS24,Mrps24,MGI:1928142
64432,MRPS25,Mrps25,MGI:1928140
64949,MRPS26,Mrps26,MGI:1333830
23107,MRPS27,Mrps27,MGI:1919064
28957,MRPS28,Mrps28,MGI:1913480
10884,MRPS30,Mrps30,MGI:1926237
10240,MRPS31,Mrps31,MGI:1913153
51650,MRPS33,Mrps33,MGI:1338046
65993,MRPS34,Mrps34,MGI:1930188
60488,MRPS35,Mrps35,MGI:2385255
92259,MRPS36,Mrps36,MGI:1913378
64969,MRPS5,Mrps5,MGI:1924971
64968,MRPS6,Mrps6,MGI:2153111
51081,MRPS7,Mrps7,MGI:1354367
64965,MRPS9,Mrps9,MGI:1916777
92399,MRRF,Mrrf,MGI:1915121
57380,MRS2,Mrs2,MGI:2685748
57591,MRTFA,Mrtfa,MGI:2384495
57496,MRTFB,Mrtfb,MGI:3050795
51154,MRTO4,Mrto4,MGI:1917152
931,MS4A1,Ms4a1,MGI:88321
341116,MS4A10,Ms4a10,MGI:1917076
54860,MS4A12,Ms4a12,MGI:2685812
503497,MS4A13,Ms4a13,MGI:1920716
84689,MS4A14,Ms4a14,MGI:2686122
219995,MS4A15,Ms4a15,MGI:3617853
728588,MS4A18,Ms4a18,MGI:1923252
2206,MS4A2,Ms4a2,MGI:95495
932,MS4A3,Ms4a3,MGI:2158468
51338,MS4A4A,Ms4a4a,MGI:3643932
643680,MS4A4E,Ms4a4a,MGI:3643932
643680,MS4A4E,Ms4a4b,MGI:1913083
643680,MS4A4E,Ms4a4c,MGI:1927656
64232,MS4A5,Ms4a5,MGI:2670985
64231,MS4A6A,Ms4a6c,MGI:2385644
245802,MS4A6E,Ms4a6c,MGI:2385644
245802,MS4A6E,Ms4a6d,MGI:1916024
58475,MS4A7,Ms4a7,MGI:1918846
83661,MS4A8,Ms4a8a,MGI:1927657
345222,MSANTD1,Msantd1,MGI:2684990
79684,MSANTD2,Msantd2,MGI:2384579
91283,MSANTD3,Msantd3,MGI:1913915
100526694,MSANTD3-TMEFF1,Tmeff1,MGI:1926810
84437,MSANTD4,Msantd4,MGI:1925350
102724657,MSANTD5,Msantd5,MGI:3650740
9242,MSC,Msc,MGI:1333884
343930,MSGN1,Msgn1,MGI:1860483
4436,MSH2,Msh2,MGI:101816
4437,MSH3,Msh3,MGI:109519
4438,MSH4,Msh4,MGI:1860077
4439,MSH5,Msh5,MGI:1329021
100532732,MSH5-SAPCD1,Msh5,MGI:1329021
2956,MSH6,Msh6,MGI:1343961
4440,MSI1,Msi1,MGI:107376
124540,MSI2,Msi2,MGI:1923876
339287,MSL1,Msl1,MGI:1921276
55167,MSL2,Msl2,MGI:1925103
10943,MSL3,Msl3,MGI:1341851
10232,MSLN,Msln,MGI:1888992
401827,MSLNL,Mslnl,MGI:3607710
4477,MSMB,Msmb,MGI:97166
6307,MSMO1,Msmo1,MGI:1913484
692094,MSMP,Msmp,MGI:3652339
4478,MSN,Msn,MGI:97167
4481,MSR1,Msr1,MGI:98257
4482,MSRA,Msra,MGI:106916
51734,MSRB1,Msrb1,MGI:1351642
22921,MSRB2,Msrb2,MGI:1923717
253827,MSRB3,Msrb3,MGI:2443538
118490,MSS51,Mss51,MGI:1922093
4485,MST1,Mst1,MGI:96080
4486,MST1R,Mst1r,MGI:99614
2660,MSTN,Mstn,MGI:95691
55154,MSTO1,Msto1,MGI:2385175
4487,MSX1,Msx1,MGI:97168
4488,MSX2,Msx2,MGI:97169
4489,MT1A,Mt1,MGI:97171
4490,MT1B,Mt1,MGI:97171
4493,MT1E,Mt1,MGI:97171
4494,MT1F,Mt1,MGI:97171
4495,MT1G,Mt1,MGI:97171
4499,MT1M,Mt1,MGI:97171
4501,MT1X,Mt1,MGI:97171
4501,MT1X,Mt2,MGI:97172
4502,MT2A,Mt2,MGI:97172
4504,MT3,Mt3,MGI:97173
84560,MT4,Mt4,MGI:99692
9112,MTA1,Mta1,MGI:2150037
9219,MTA2,Mta2,MGI:1346340
57504,MTA3,Mta3,MGI:2151172
4507,MTAP,Mtap,MGI:1914152
64757,MTARC1,Mtarc1,MGI:1913362
54996,MTARC2,Mtarc2,MGI:1914497
27085,MTBP,Mtbp,MGI:2146005
23787,MTCH1,Mtch1,MGI:1929261
23788,MTCH2,Mtch2,MGI:1929260
23255,MTCL1,Mtcl1,MGI:1915867
4515,MTCP1,Mtcp1,MGI:102699
92140,MTDH,Mtdh,MGI:1914404
7978,MTERF1,Mterf1a,MGI:1918240
7978,MTERF1,Mterf1b,MGI:3704243
80298,MTERF2,Mterf2,MGI:1921488
51001,MTERF3,Mterf3,MGI:1913660
130916,MTERF4,Mterf4,MGI:1918355
4520,MTF1,Mtf1,MGI:101786
22823,MTF2,Mtf2,MGI:105050
123263,MTFMT,Mtfmt,MGI:1916856
51537,MTFP1,Mtfp1,MGI:1916686
9650,MTFR1,Mtfr1,MGI:1914722
56181,MTFR1L,Mtfr1l,MGI:1924074
113115,MTFR2,Mtfr2,MGI:1919054
92170,MTG1,Mtg1,MGI:2685015
26164,MTG2,Mtg2,MGI:106565
4522,MTHFD1,Mthfd1,MGI:1342005
25902,MTHFD1L,Mthfd1l,MGI:1924836
10797,MTHFD2,Mthfd2,MGI:1338850
441024,MTHFD2L,Mthfd2l,MGI:1915871
4524,MTHFR,Mthfr,MGI:106639
10588,MTHFS,Mthfs,MGI:1340032
64779,MTHFSD,Mthfsd,MGI:2679252
4528,MTIF2,Mtif2,MGI:1924034
219402,MTIF3,Mtif3,MGI:1923616
205251,MTLN,Mtln,MGI:1915135
4534,MTM1,Mtm1,MGI:1099452
8776,MTMR1,Mtmr1,MGI:1858271
54893,MTMR10,Mtmr10,MGI:2142292
10903,MTMR11,Mtmr11,MGI:2652817
54545,MTMR12,Mtmr12,MGI:2443034
64419,MTMR14,Mtmr14,MGI:1916075
8898,MTMR2,Mtmr2,MGI:1924366
8897,MTMR3,Mtmr3,MGI:1921552
9110,MTMR4,Mtmr4,MGI:2180699
9107,MTMR6,Mtmr6,MGI:2145637
9108,MTMR7,Mtmr7,MGI:1891693
66036,MTMR9,Mtmr9,MGI:2442842
4543,MTNR1A,Mtnr1a,MGI:102967
4544,MTNR1B,Mtnr1b,MGI:2181726
25821,MTO1,Mto1,MGI:1915541
2475,MTOR,Mtor,MGI:1928394
55149,MTPAP,Mtpap,MGI:1914690
136319,MTPN,Mtpn,MGI:99445
4548,MTR,Mtr,MGI:894292
51250,MTRES1,Mtres1,MGI:1915101
23517,MTREX,Mtrex,MGI:1919448
9617,MTRF1,Mtrf1,MGI:2384815
54516,MTRF1L,Mtrf1l,MGI:1918830
91574,MTRFR,Mtrfr,MGI:1919900
4552,MTRR,Mtrr,MGI:1891037
9788,MTSS1,Mtss1,MGI:2384818
92154,MTSS2,Mtss2,MGI:3039591
4547,MTTP,Mttp,MGI:106926
222166,MTURN,Mturn,MGI:1915485
57509,MTUS1,Mtus1,MGI:2142572
23281,MTUS2,Mtus2,MGI:1915388
4580,MTX1,Mtx1,MGI:103025
10651,MTX2,Mtx2,MGI:1859652
345778,MTX3,Mtx3,MGI:2686040
4582,MUC1,Muc1,MGI:97231
56667,MUC13,Muc13,MGI:103190
143662,MUC15,Muc15,MGI:2442110
94025,MUC16,Muc16,MGI:1920982
140453,MUC17,Muc3,MGI:1203527
4583,MUC2,Muc2,MGI:1339364
200958,MUC20,Muc20,MGI:2385039
394263,MUC21,Muc21,MGI:3779983
4584,MUC3A,Muc3a,MGI:3588263
4585,MUC4,Muc4,MGI:2153525
4586,MUC5AC,Muc5ac,MGI:104697
727897,MUC5B,Muc5b,MGI:1921430
4588,MUC6,Muc6,MGI:2663233
135656,MUCL3,Mucl3,MGI:2685476
79594,MUL1,Mul1,MGI:1915600
80198,MUS81,Mus81,MGI:1918961
4593,MUSK,Musk,MGI:103581
389125,MUSTN1,Mustn1,MGI:1913425
4595,MUTYH,Mutyh,MGI:1917853
93343,MVB12A,Mvb12a,MGI:1920961
89853,MVB12B,Mvb12b,MGI:1919793
4597,MVD,Mvd,MGI:2179327
4598,MVK,Mvk,MGI:107624
9961,MVP,Mvp,MGI:1925638
4599,MX1,Mx2,MGI:97244
4084,MXD1,Mxd1,MGI:96908
83463,MXD3,Mxd3,MGI:104987
10608,MXD4,Mxd4,MGI:104991
4601,MXI1,Mxi1,MGI:97245
439921,MXRA7,Mxra7,MGI:1914872
54587,MXRA8,Mxra8,MGI:1922011
91663,MYADM,Myadm,MGI:1355332
255275,MYADML2,Myadml2,MGI:1915765
4602,MYB,Myb,MGI:97249
10514,MYBBP1A,Mybbp1a,MGI:106181
4603,MYBL1,Mybl1,MGI:99925
4605,MYBL2,Mybl2,MGI:101785
4604,MYBPC1,Mybpc1,MGI:1336213
4606,MYBPC2,Mybpc2,MGI:1336170
4607,MYBPC3,Mybpc3,MGI:102844
4608,MYBPH,Mybph,MGI:1858196
343263,MYBPHL,Mybphl,MGI:1916003
4609,MYC,Myc,MGI:97250
26292,MYCBP,Mycbp,MGI:1891750
23077,MYCBP2,Mycbp2,MGI:2179432
84073,MYCBPAP,Mycbpap,MGI:2388726
4610,MYCL,Mycl,MGI:96799
4613,MYCN,Mycn,MGI:97357
80177,MYCT1,Myct1,MGI:1915882
4615,MYD88,Myd88,MGI:108005
56005,MYDGF,Mydgf,MGI:2156020
50804,MYEF2,Myef2,MGI:104592
4617,MYF5,Myf5,MGI:97252
4618,MYF6,Myf6,MGI:97253
60314,MYG1,Myg1,MGI:1929864
4619,MYH1,Myh1,MGI:1339711
4628,MYH10,Myh10,MGI:1930780
4629,MYH11,Myh11,MGI:102643
8735,MYH13,Myh13,MGI:1339967
79784,MYH14,Myh14,MGI:1919210
22989,MYH15,Myh15,MGI:3643515
4620,MYH2,Myh2,MGI:1339710
4621,MYH3,Myh3,MGI:1339709
4622,MYH4,Myh4,MGI:1339713
4624,MYH6,Myh6,MGI:97255
4625,MYH7,Myh7,MGI:2155600
57644,MYH7B,Myh7b,MGI:3710243
4626,MYH8,Myh8,MGI:1339712
4627,MYH9,Myh9,MGI:107717
4632,MYL1,Myl1,MGI:97269
